event_id,timestamp,account_id,amount,currency,event_type,reference
37,1700000210,ACC-10011,86.11,EUR,DEPOSIT,REF-DE-335024
38,1700000211,ACC-10006,243.79,USD,WITHDRAWAL,REF-WI-646000
39,1700000211,ACC-10282,2.35,USD,FEE,REF-FE-163073
40,1700000212,ACC-10005,248.17,VND,TRANSFER,REF-TR-321910
41,1700000212,ACC-10001,2.28,VND,FEE,REF-FE-111488
42,1700000215,ACC-10000,528.59,USD,WITHDRAWAL,REF-WI-832771
43,1700000216,ACC-10000,973.73,USD,WITHDRAWAL,REF-WI-640535
44,1700000221,ACC-10000,128.26,USD,DEPOSIT,REF-DE-555714
45,1700000226,ACC-10000,118.18,USD,WITHDRAWAL,REF-WI-212029
46,1700000230,ACC-10142,240.18,USD,DEPOSIT,REF-DE-470153
47,1700000232,ACC-10274,577.89,USD,WITHDRAWAL,REF-WI-871895
48,1700000235,ACC-10338,125.74,EUR,DEPOSIT,REF-DE-247400
49,1700000236,ACC-10077,131.85,USD,TRANSFER,REF-TR-793429
50,1700000236,ACC-10000,313.89,USD,WITHDRAWAL,REF-WI-476368
51,1700000238,ACC-10001,34.08,VND,WITHDRAWAL,REF-WI-804208
52,1700000239,ACC-10002,329.99,EUR,DEPOSIT,REF-DE-954224
53,1700000243,ACC-10000,133.64,USD,DEPOSIT,REF-DE-931126
54,1700000247,ACC-10188,1312.0,VND,DEPOSIT,REF-DE-376050
55,1700000250,ACC-10013,312.56,VND,TRANSFER,REF-TR-134835
56,1700000250,ACC-10035,108.63,USD,TRANSFER,REF-TR-778013
57,1700000255,ACC-10000,32.32,USD,WITHDRAWAL,REF-WI-725297
58,1700000260,ACC-10004,3.94,USD,FEE,REF-FE-475670
59,1700000263,ACC-10027,264.84,USD,WITHDRAWAL,REF-WI-128012
60,1700000264,ACC-10223,278.89,USD,WITHDRAWAL,REF-WI-483275
61,1700000266,ACC-10042,602.56,USD,WITHDRAWAL,REF-WI-478695
62,1700000266,ACC-10021,236.79,USD,DEPOSIT,REF-DE-798593
63,1700000271,ACC-10002,1665.84,VND,TRANSFER,REF-TR-423393
64,1700000272,ACC-10000,113.4,USD,WITHDRAWAL,REF-WI-506235
65,1700000272,ACC-10227,382.14,USD,DEPOSIT,REF-DE-283135
66,1700000272,ACC-10070,307.53,USD,TRANSFER,REF-TR-227942
67,1700000273,ACC-10014,677.99,USD,TRANSFER,REF-TR-425407
68,1700000274,ACC-10028,18.66,USD,WITHDRAWAL,REF-WI-547716
69,1700000277,ACC-10000,23.18,USD,WITHDRAWAL,REF-WI-697000
70,1700000280,ACC-10041,832.4,VND,TRANSFER,REF-TR-144807
71,1700000285,ACC-10038,5.92,VND,FEE,REF-FE-153226
72,1700000286,ACC-10170,542.83,VND,TRANSFER,REF-TR-774152
73,1700000290,ACC-10027,48.24,VND,TRANSFER,REF-TR-416630
74,1700000294,ACC-10001,187.08,USD,WITHDRAWAL,REF-WI-986221
75,1700000298,ACC-10459,496.83,USD,TRANSFER,REF-TR-796106
76,1700000301,ACC-10027,1427.3,USD,TRANSFER,REF-TR-130881
77,1700000305,ACC-10007,304.6,VND,WITHDRAWAL,REF-WI-900686
78,1700000307,ACC-10075,289.1,USD,TRANSFER,REF-TR-154932
79,1700000307,ACC-10003,342.43,USD,TRANSFER,REF-TR-789237
80,1700000307,ACC-10004,57.38,USD,TRANSFER,REF-TR-900627
81,1700000311,ACC-10059,3.31,VND,FEE,REF-FE-762311
82,1700000316,ACC-10194,571.33,VND,TRANSFER,REF-TR-604248
83,1700000317,ACC-10042,53.19,USD,DEPOSIT,REF-DE-486940
84,1700000322,ACC-10089,1.47,USD,FEE,REF-FE-948562
85,1700000322,ACC-10001,984.12,USD,DEPOSIT,REF-DE-593456
86,1700000325,ACC-10032,291.71,USD,DEPOSIT,REF-DE-882798
87,1700000330,ACC-10002,2319.88,USD,TRANSFER,REF-TR-192536
88,1700000335,ACC-10000,2.08,USD,FEE,REF-FE-674877
89,1700000337,ACC-10007,1236.73,VND,TRANSFER,REF-TR-797904
90,1700000340,ACC-10027,53.32,USD,WITHDRAWAL,REF-WI-549385
91,1700000342,ACC-10299,1104.71,USD,TRANSFER,REF-TR-670837
92,1700000346,ACC-10001,45.41,USD,WITHDRAWAL,REF-WI-110540
93,1700000347,ACC-10004,401.91,USD,TRANSFER,REF-TR-466047
94,1700000348,ACC-10051,226.76,EUR,WITHDRAWAL,REF-WI-369651
95,1700000351,ACC-10000,918.01,USD,DEPOSIT,REF-DE-865870
96,1700000356,ACC-10000,689.13,USD,WITHDRAWAL,REF-WI-448474
97,1700000360,ACC-10019,77.25,USD,WITHDRAWAL,REF-WI-436960
98,1700000364,ACC-10002,320.33,USD,DEPOSIT,REF-DE-594601
99,1700000365,ACC-10146,668.23,USD,WITHDRAWAL,REF-WI-446214
100,1700000366,ACC-10001,60.46,USD,WITHDRAWAL,REF-WI-586067
101,1700000369,ACC-10022,117.83,USD,WITHDRAWAL,REF-WI-854636
102,1700000373,ACC-10004,378.14,USD,TRANSFER,REF-TR-985336
103,1700000377,ACC-10020,90.33,USD,WITHDRAWAL,REF-WI-565720
104,1700000382,ACC-10001,91.0,USD,TRANSFER,REF-TR-186923
105,1700000386,ACC-10003,1448.12,USD,TRANSFER,REF-TR-234590
106,1700000390,ACC-10002,83.31,VND,DEPOSIT,REF-DE-343276
107,1700000392,ACC-10000,769.72,USD,TRANSFER,REF-TR-905191
108,1700000393,ACC-10000,672.95,USD,WITHDRAWAL,REF-WI-441611
109,1700000397,ACC-10003,198.22,USD,DEPOSIT,REF-DE-649646
110,1700000402,ACC-10027,189.34,EUR,DEPOSIT,REF-DE-421766
111,1700000405,ACC-10016,286.79,VND,DEPOSIT,REF-DE-860768
112,1700000408,ACC-10000,65.55,VND,TRANSFER,REF-TR-630338
113,1700000409,ACC-10039,378.15,EUR,DEPOSIT,REF-DE-343681
114,1700000412,ACC-10000,428.92,EUR,WITHDRAWAL,REF-WI-853938
115,1700000416,ACC-10004,633.98,VND,TRANSFER,REF-TR-552777
116,1700000418,ACC-10000,162.88,VND,TRANSFER,REF-TR-347537
117,1700000421,ACC-10419,1.73,USD,FEE,REF-FE-174452
118,1700000424,ACC-10000,238.9,USD,WITHDRAWAL,REF-WI-768057
119,1700000426,ACC-10000,1338.96,USD,DEPOSIT,REF-DE-222007
120,1700000428,ACC-10003,882.82,USD,TRANSFER,REF-TR-836284
121,1700000431,ACC-10000,155.51,USD,WITHDRAWAL,REF-WI-257895
122,1700000432,ACC-10031,96.81,USD,DEPOSIT,REF-DE-955641
123,1700000434,ACC-10050,331.09,USD,TRANSFER,REF-TR-700874
124,1700000439,ACC-10065,243.26,VND,WITHDRAWAL,REF-WI-105934
125,1700000443,ACC-10007,594.19,USD,TRANSFER,REF-TR-460592
126,1700000445,ACC-10002,566.19,EUR,WITHDRAWAL,REF-WI-576195
127,1700000448,ACC-10000,2.25,USD,FEE,REF-FE-291157
128,1700000450,ACC-10000,429.95,EUR,TRANSFER,REF-TR-921274
129,1700000451,ACC-10004,345.08,USD,WITHDRAWAL,REF-WI-178706
130,1700000453,ACC-10498,158.15,VND,WITHDRAWAL,REF-WI-276096
131,1700000453,ACC-10063,3.54,USD,FEE,REF-FE-158067
132,1700000457,ACC-10005,65.87,USD,WITHDRAWAL,REF-WI-978961
133,1700000457,ACC-10400,184.22,VND,TRANSFER,REF-TR-822057
134,1700000459,ACC-10011,3.19,USD,FEE,REF-FE-769121
135,1700000463,ACC-10004,3.76,USD,FEE,REF-FE-323904
136,1700000465,ACC-10032,2327.07,USD,TRANSFER,REF-TR-393223
137,1700000466,ACC-10011,325.75,USD,TRANSFER,REF-TR-180730
138,1700000466,ACC-10332,1.93,EUR,FEE,REF-FE-847014
139,1700000469,ACC-10060,552.72,USD,TRANSFER,REF-TR-860956
140,1700000471,ACC-10000,1503.68,USD,TRANSFER,REF-TR-773073
141,1700000474,ACC-10022,111.53,USD,WITHDRAWAL,REF-WI-711859
142,1700000476,ACC-10217,383.57,EUR,TRANSFER,REF-TR-265890
143,1700000476,ACC-10025,83.77,USD,WITHDRAWAL,REF-WI-798979
144,1700000480,ACC-10025,293.1,EUR,WITHDRAWAL,REF-WI-233136
145,1700000481,ACC-10233,229.11,USD,WITHDRAWAL,REF-WI-105745
146,1700000484,ACC-10017,162.76,VND,DEPOSIT,REF-DE-516609
147,1700000489,ACC-10011,95.75,VND,TRANSFER,REF-TR-289924
148,1700000493,ACC-10002,166.53,USD,TRANSFER,REF-TR-814440
149,1700000495,ACC-10024,320.01,VND,DEPOSIT,REF-DE-778863
150,1700000497,ACC-10000,94.8,USD,WITHDRAWAL,REF-WI-679504
151,1700000502,ACC-10321,539.74,USD,DEPOSIT,REF-DE-752256
152,1700000507,ACC-10006,324.06,USD,WITHDRAWAL,REF-WI-175780
153,1700000508,ACC-10011,393.93,USD,DEPOSIT,REF-DE-357164
154,1700000509,ACC-10001,273.59,VND,DEPOSIT,REF-DE-104350
155,1700000511,ACC-10003,947.17,USD,TRANSFER,REF-TR-114795
156,1700000514,ACC-10040,476.55,EUR,TRANSFER,REF-TR-357145
157,1700000517,ACC-10007,333.88,USD,WITHDRAWAL,REF-WI-140597
158,1700000518,ACC-10114,68.66,VND,DEPOSIT,REF-DE-648780
159,1700000519,ACC-10050,185.21,USD,TRANSFER,REF-TR-235550
160,1700000524,ACC-10014,4.16,VND,FEE,REF-FE-417309
161,1700000526,ACC-10279,205.09,USD,TRANSFER,REF-TR-992238
162,1700000526,ACC-10029,1055.05,USD,TRANSFER,REF-TR-232461
163,1700000530,ACC-10455,331.97,USD,WITHDRAWAL,REF-WI-746889
164,1700000534,ACC-10201,1112.26,EUR,WITHDRAWAL,REF-WI-402875
165,1700000537,ACC-10073,205.35,VND,DEPOSIT,REF-DE-360125
166,1700000541,ACC-10004,71.25,USD,WITHDRAWAL,REF-WI-839323
167,1700000545,ACC-10012,3.45,EUR,FEE,REF-FE-212756
168,1700000545,ACC-10007,105.76,USD,WITHDRAWAL,REF-WI-742028
169,1700000549,ACC-10002,3.15,USD,FEE,REF-FE-886183
170,1700000551,ACC-10003,691.74,USD,DEPOSIT,REF-DE-985399
171,1700000556,ACC-10012,203.56,USD,WITHDRAWAL,REF-WI-276640
172,1700000561,ACC-10000,292.37,EUR,TRANSFER,REF-TR-953889
173,1700000562,ACC-10002,796.55,USD,WITHDRAWAL,REF-WI-559336
174,1700000567,ACC-10002,1477.01,VND,WITHDRAWAL,REF-WI-347544
175,1700000568,ACC-10001,5.11,VND,FEE,REF-FE-543861
176,1700000571,ACC-10108,472.56,EUR,TRANSFER,REF-TR-970236
177,1700000575,ACC-10000,265.86,VND,DEPOSIT,REF-DE-978581
178,1700000579,ACC-10000,359.36,USD,TRANSFER,REF-TR-636663
179,1700000583,ACC-10155,65.63,EUR,WITHDRAWAL,REF-WI-762065
180,1700000585,ACC-10000,119.79,USD,WITHDRAWAL,REF-WI-924222
181,1700000589,ACC-10126,124.93,USD,DEPOSIT,REF-DE-582242
182,1700000592,ACC-10086,4189.9,VND,TRANSFER,REF-TR-835973
183,1700000594,ACC-10001,290.27,USD,WITHDRAWAL,REF-WI-624226
184,1700000598,ACC-10000,8.35,EUR,FEE,REF-FE-957688
185,1700000602,ACC-10006,178.78,VND,TRANSFER,REF-TR-678458
186,1700000607,ACC-10027,207.58,USD,TRANSFER,REF-TR-996081
187,1700000612,ACC-10053,155.49,USD,TRANSFER,REF-TR-883474
188,1700000612,ACC-10000,483.04,USD,TRANSFER,REF-TR-114913
189,1700000614,ACC-10378,907.19,USD,WITHDRAWAL,REF-WI-696043
190,1700000619,ACC-10064,219.17,USD,WITHDRAWAL,REF-WI-914004
191,1700000624,ACC-10005,99.16,USD,WITHDRAWAL,REF-WI-156389
192,1700000626,ACC-10210,241.28,VND,TRANSFER,REF-TR-698789
193,1700000626,ACC-10010,144.21,USD,DEPOSIT,REF-DE-785339
194,1700000630,ACC-10047,236.58,USD,DEPOSIT,REF-DE-821106
195,1700000633,ACC-10000,219.97,USD,TRANSFER,REF-TR-385645
196,1700000636,ACC-10188,126.72,USD,TRANSFER,REF-TR-357844
197,1700000638,ACC-10005,209.66,VND,DEPOSIT,REF-DE-644784
198,1700000640,ACC-10000,834.96,USD,TRANSFER,REF-TR-439004
199,1700000644,ACC-10151,772.54,VND,TRANSFER,REF-TR-286899
200,1700000646,ACC-10000,688.69,USD,TRANSFER,REF-TR-842086
201,1700000648,ACC-10164,1574.81,VND,TRANSFER,REF-TR-871185
202,1700000653,ACC-10008,829.98,USD,WITHDRAWAL,REF-WI-206195
203,1700000653,ACC-10011,397.42,USD,TRANSFER,REF-TR-230238
204,1700000653,ACC-10000,336.91,USD,DEPOSIT,REF-DE-761371
205,1700000658,ACC-10003,19.78,VND,TRANSFER,REF-TR-785528
206,1700000663,ACC-10332,231.21,EUR,WITHDRAWAL,REF-WI-822757
207,1700000663,ACC-10448,391.46,VND,DEPOSIT,REF-DE-663443
208,1700000663,ACC-10007,314.22,VND,TRANSFER,REF-TR-246395
209,1700000663,ACC-10010,767.18,USD,WITHDRAWAL,REF-WI-908443
210,1700000664,ACC-10000,623.36,USD,TRANSFER,REF-TR-810736
211,1700000665,ACC-10099,342.65,EUR,TRANSFER,REF-TR-168654
212,1700000669,ACC-10004,829.3,USD,TRANSFER,REF-TR-894984
213,1700000673,ACC-10002,95.83,USD,TRANSFER,REF-TR-581765
214,1700000673,ACC-10000,124.99,VND,WITHDRAWAL,REF-WI-727995
215,1700000673,ACC-10001,286.33,USD,TRANSFER,REF-TR-771680
216,1700000675,ACC-10095,448.38,VND,DEPOSIT,REF-DE-663905
217,1700000675,ACC-10095,981.78,EUR,WITHDRAWAL,REF-WI-293194
218,1700000677,ACC-10003,199.09,EUR,WITHDRAWAL,REF-WI-955984
219,1700000679,ACC-10015,256.83,VND,TRANSFER,REF-TR-430222
220,1700000684,ACC-10249,360.11,VND,WITHDRAWAL,REF-WI-547827
221,1700000687,ACC-10000,359.06,USD,TRANSFER,REF-TR-641660
222,1700000688,ACC-10001,654.17,USD,DEPOSIT,REF-DE-739188
223,1700000690,ACC-10008,1837.09,VND,TRANSFER,REF-TR-987450
224,1700000695,ACC-10003,752.02,VND,WITHDRAWAL,REF-WI-151015
225,1700000700,ACC-10007,113.28,USD,DEPOSIT,REF-DE-748549
226,1700000702,ACC-10005,315.1,VND,DEPOSIT,REF-DE-797249
227,1700000705,ACC-10003,3.68,USD,FEE,REF-FE-380472
228,1700000707,ACC-10005,243.76,USD,TRANSFER,REF-TR-495274
229,1700000711,ACC-10020,166.77,USD,DEPOSIT,REF-DE-669610
230,1700000716,ACC-10003,661.99,USD,TRANSFER,REF-TR-915930
231,1700000717,ACC-10000,3.74,EUR,FEE,REF-FE-315813
232,1700000721,ACC-10000,517.08,USD,WITHDRAWAL,REF-WI-142782
233,1700000726,ACC-10086,125.11,VND,DEPOSIT,REF-DE-720590
234,1700000727,ACC-10000,856.61,USD,WITHDRAWAL,REF-WI-839313
235,1700000731,ACC-10058,983.54,EUR,TRANSFER,REF-TR-139311
236,1700000736,ACC-10167,943.17,USD,DEPOSIT,REF-DE-605438
237,1700000739,ACC-10035,436.11,VND,WITHDRAWAL,REF-WI-867723
238,1700000739,ACC-10006,368.2,USD,DEPOSIT,REF-DE-529516
239,1700000744,ACC-10377,335.77,VND,TRANSFER,REF-TR-578155
240,1700000748,ACC-10369,230.77,VND,TRANSFER,REF-TR-789977
241,1700000750,ACC-10138,240.21,USD,WITHDRAWAL,REF-WI-490849
242,1700000752,ACC-10010,259.1,USD,TRANSFER,REF-TR-896669
243,1700000757,ACC-10057,85.56,VND,TRANSFER,REF-TR-294176
244,1700000762,ACC-10094,9.42,VND,FEE,REF-FE-386870
245,1700000766,ACC-10002,4.2,VND,FEE,REF-FE-266257
246,1700000770,ACC-10003,29.21,USD,TRANSFER,REF-TR-896631
247,1700000770,ACC-10004,5.6,USD,FEE,REF-FE-653577
248,1700000772,ACC-10000,183.58,VND,TRANSFER,REF-TR-598050
249,1700000775,ACC-10000,217.51,USD,DEPOSIT,REF-DE-726865
250,1700000780,ACC-10001,287.17,USD,WITHDRAWAL,REF-WI-340155
251,1700000785,ACC-10003,598.74,USD,WITHDRAWAL,REF-WI-397665
252,1700000785,ACC-10008,91.22,USD,WITHDRAWAL,REF-WI-711970
253,1700000788,ACC-10025,366.75,USD,WITHDRAWAL,REF-WI-493506
254,1700000789,ACC-10014,171.79,USD,DEPOSIT,REF-DE-499873
255,1700000790,ACC-10015,1481.67,USD,TRANSFER,REF-TR-547407
256,1700000793,ACC-10003,349.79,VND,TRANSFER,REF-TR-405467
257,1700000793,ACC-10024,201.11,EUR,WITHDRAWAL,REF-WI-581012
258,1700000798,ACC-10008,261.92,USD,TRANSFER,REF-TR-824009
259,1700000802,ACC-10011,45.8,USD,DEPOSIT,REF-DE-156920
260,1700000804,ACC-10001,376.32,VND,TRANSFER,REF-TR-215308
261,1700000804,ACC-10006,288.57,VND,TRANSFER,REF-TR-382397
262,1700000808,ACC-10002,165.79,USD,TRANSFER,REF-TR-451194
263,1700000808,ACC-10020,225.41,USD,TRANSFER,REF-TR-247044
264,1700000810,ACC-10003,1277.33,USD,TRANSFER,REF-TR-520322
265,1700000813,ACC-10066,42.38,USD,TRANSFER,REF-TR-899164
266,1700000815,ACC-10004,44.43,USD,WITHDRAWAL,REF-WI-371084
267,1700000816,ACC-10227,430.9,VND,WITHDRAWAL,REF-WI-276202
268,1700000819,ACC-10008,133.36,USD,WITHDRAWAL,REF-WI-976317
269,1700000819,ACC-10057,402.51,VND,WITHDRAWAL,REF-WI-794446
270,1700000822,ACC-10017,1063.61,USD,TRANSFER,REF-TR-177880
271,1700000827,ACC-10000,1254.47,EUR,TRANSFER,REF-TR-765421
272,1700000829,ACC-10045,238.05,USD,WITHDRAWAL,REF-WI-471091
273,1700000832,ACC-10004,305.95,EUR,WITHDRAWAL,REF-WI-146870
274,1700000832,ACC-10020,177.86,USD,TRANSFER,REF-TR-546368
275,1700000837,ACC-10011,375.54,VND,WITHDRAWAL,REF-WI-357719
276,1700000837,ACC-10195,334.92,USD,TRANSFER,REF-TR-706811
277,1700000841,ACC-10380,599.34,VND,TRANSFER,REF-TR-546675
278,1700000846,ACC-10006,293.1,USD,WITHDRAWAL,REF-WI-802821
279,1700000851,ACC-10002,4.12,USD,FEE,REF-FE-896336
280,1700000851,ACC-10001,466.24,VND,DEPOSIT,REF-DE-163745
281,1700000856,ACC-10019,1165.39,VND,TRANSFER,REF-TR-284017
282,1700000857,ACC-10000,976.09,USD,TRANSFER,REF-TR-660086
283,1700000857,ACC-10011,291.83,USD,WITHDRAWAL,REF-WI-549375
284,1700000858,ACC-10106,218.63,VND,TRANSFER,REF-TR-842307
285,1700000858,ACC-10020,171.52,USD,TRANSFER,REF-TR-860788
286,1700000863,ACC-10456,969.08,USD,TRANSFER,REF-TR-613064
287,1700000863,ACC-10215,943.19,USD,TRANSFER,REF-TR-892561
288,1700000865,ACC-10098,399.03,USD,WITHDRAWAL,REF-WI-768436
289,1700000870,ACC-10019,38.71,USD,WITHDRAWAL,REF-WI-586091
290,1700000874,ACC-10001,558.38,EUR,DEPOSIT,REF-DE-449275
291,1700000879,ACC-10000,107.26,USD,WITHDRAWAL,REF-WI-949391
292,1700000883,ACC-10026,105.85,USD,DEPOSIT,REF-DE-444379
293,1700000884,ACC-10092,282.26,EUR,WITHDRAWAL,REF-WI-602680
294,1700000889,ACC-10000,339.84,EUR,TRANSFER,REF-TR-201937
295,1700000889,ACC-10070,90.97,EUR,DEPOSIT,REF-DE-364819
296,1700000890,ACC-10075,1706.07,USD,TRANSFER,REF-TR-345275
297,1700000895,ACC-10009,475.76,USD,WITHDRAWAL,REF-WI-408553
298,1700000896,ACC-10002,52.28,USD,WITHDRAWAL,REF-WI-719142
299,1700000896,ACC-10030,4.59,VND,FEE,REF-FE-193957
300,1700000896,ACC-10012,190.01,EUR,WITHDRAWAL,REF-WI-585973
301,1700000897,ACC-10001,563.61,USD,DEPOSIT,REF-DE-630114
302,1700000901,ACC-10044,30.0,EUR,DEPOSIT,REF-DE-786049
303,1700000903,ACC-10002,347.32,USD,WITHDRAWAL,REF-WI-715533
304,1700000903,ACC-10000,221.86,USD,TRANSFER,REF-TR-154849
305,1700000904,ACC-10009,153.46,VND,WITHDRAWAL,REF-WI-921950
306,1700000909,ACC-10229,285.69,EUR,TRANSFER,REF-TR-622028
307,1700000911,ACC-10050,84.63,EUR,DEPOSIT,REF-DE-899676
308,1700000915,ACC-10154,101.21,EUR,TRANSFER,REF-TR-671320
309,1700000915,ACC-10089,160.83,USD,TRANSFER,REF-TR-826544
310,1700000918,ACC-10002,101.66,VND,WITHDRAWAL,REF-WI-104936
311,1700000920,ACC-10066,857.17,USD,TRANSFER,REF-TR-187671
312,1700000922,ACC-10000,2.73,USD,FEE,REF-FE-326773
313,1700000923,ACC-10277,195.98,USD,WITHDRAWAL,REF-WI-166102
314,1700000925,ACC-10021,8.95,USD,FEE,REF-FE-469522
315,1700000925,ACC-10121,495.03,VND,DEPOSIT,REF-DE-736451
316,1700000929,ACC-10004,144.6,VND,TRANSFER,REF-TR-977221
317,1700000933,ACC-10333,1390.77,USD,TRANSFER,REF-TR-433728
318,1700000934,ACC-10004,476.72,USD,TRANSFER,REF-TR-126036
319,1700000936,ACC-10002,208.69,VND,DEPOSIT,REF-DE-380761
320,1700000940,ACC-10002,1226.23,USD,WITHDRAWAL,REF-WI-275893
321,1700000945,ACC-10084,655.32,USD,DEPOSIT,REF-DE-426608
322,1700000947,ACC-10288,271.87,EUR,DEPOSIT,REF-DE-574329
323,1700000951,ACC-10072,175.72,VND,DEPOSIT,REF-DE-756943
324,1700000954,ACC-10446,302.26,USD,TRANSFER,REF-TR-149714
325,1700000957,ACC-10001,339.72,USD,TRANSFER,REF-TR-456827
326,1700000960,ACC-10065,55.36,VND,DEPOSIT,REF-DE-716430
327,1700000960,ACC-10033,86.1,VND,TRANSFER,REF-TR-330231
328,1700000961,ACC-10001,200.34,USD,WITHDRAWAL,REF-WI-563122
329,1700000964,ACC-10153,92.49,USD,TRANSFER,REF-TR-122575
330,1700000964,ACC-10064,758.6,USD,TRANSFER,REF-TR-221197
331,1700000966,ACC-10030,255.71,VND,DEPOSIT,REF-DE-105417
332,1700000967,ACC-10295,467.46,USD,TRANSFER,REF-TR-737316
333,1700000972,ACC-10007,114.32,USD,WITHDRAWAL,REF-WI-821320
334,1700000972,ACC-10230,1171.74,USD,DEPOSIT,REF-DE-171619
335,1700000973,ACC-10042,1140.47,USD,DEPOSIT,REF-DE-749513
336,1700000976,ACC-10000,99.3,USD,DEPOSIT,REF-DE-120010
337,1700000979,ACC-10027,310.53,USD,TRANSFER,REF-TR-792198
338,1700000981,ACC-10115,259.51,EUR,TRANSFER,REF-TR-440216
339,1700000981,ACC-10002,287.99,USD,TRANSFER,REF-TR-116949
340,1700000981,ACC-10018,239.42,USD,WITHDRAWAL,REF-WI-530620
341,1700000982,ACC-10004,335.72,USD,TRANSFER,REF-TR-880837
342,1700000987,ACC-10003,216.04,VND,TRANSFER,REF-TR-377780
343,1700000988,ACC-10243,275.0,USD,WITHDRAWAL,REF-WI-653468
344,1700000992,ACC-10004,191.76,VND,WITHDRAWAL,REF-WI-730047
345,1700000992,ACC-10000,57.56,USD,WITHDRAWAL,REF-WI-709851
346,1700000993,ACC-10016,303.73,USD,WITHDRAWAL,REF-WI-770655
347,1700000993,ACC-10003,130.76,VND,DEPOSIT,REF-DE-618321
348,1700000994,ACC-10005,5.2,VND,FEE,REF-FE-286354
349,1700000998,ACC-10256,304.25,USD,DEPOSIT,REF-DE-949141
350,1700001001,ACC-10007,45.67,USD,WITHDRAWAL,REF-WI-677501
351,1700001003,ACC-10003,220.64,USD,WITHDRAWAL,REF-WI-587728
352,1700001005,ACC-10015,384.87,USD,TRANSFER,REF-TR-398949
353,1700001006,ACC-10389,46.13,USD,WITHDRAWAL,REF-WI-888459
354,1700001007,ACC-10041,2.39,VND,FEE,REF-FE-670583
355,1700001008,ACC-10002,101.04,EUR,DEPOSIT,REF-DE-925383
356,1700001008,ACC-10002,205.48,VND,DEPOSIT,REF-DE-286877
357,1700001009,ACC-10031,613.61,USD,TRANSFER,REF-TR-144873
358,1700001011,ACC-10001,124.48,USD,WITHDRAWAL,REF-WI-406271
359,1700001011,ACC-10009,111.93,VND,DEPOSIT,REF-DE-793786
360,1700001014,ACC-10008,57.16,VND,TRANSFER,REF-TR-191889
361,1700001017,ACC-10057,61.75,VND,TRANSFER,REF-TR-147134
362,1700001021,ACC-10002,86.41,USD,TRANSFER,REF-TR-310031
363,1700001023,ACC-10000,4.02,USD,FEE,REF-FE-500101
364,1700001025,ACC-10000,160.04,EUR,WITHDRAWAL,REF-WI-208256
365,1700001030,ACC-10000,255.42,USD,TRANSFER,REF-TR-811707
366,1700001031,ACC-10002,62.86,USD,WITHDRAWAL,REF-WI-823512
